"HelpfulYes","ProductID","Rating","ReviewID","ReviewText","ReviewTime","ReviewerName","Sentiment","SentimentScore_Mixed","SentimentScore_Negative","SentimentScore_Neutral","SentimentScore_Positive","Summary","TotalVote","UnixReviewTime"
"0","C007WTAJTP","5","A2N9ADDVQCMS42","PROsIt copies large files to the card at ~10-12 MB/s and it doesnt choke when slammed with a few hundred little files like pictures and mp3s. It writes 8mp images with a quickness and 1080p 20mbit recording is smooth in my LG Optimus G E970. I waited for these to get to ~this price before orderingand as usual Amazon Prime is awesome.CONsNot as fast as the gold 16GB SanDisk microSD cards but for 64GB in this form factorits faster than I was anticipating.","22-12-2012","Wade Wade","POSITIVE","0.09560855478048325","0.002862689783796668","0.003930388018488884","0.897598385810852","Slightly over advertised speed in exFATbarely rated speed in FAT32 :-)","0","1356134400"
"0","D007WTAJTR","5","A1QQA7Y92L4F9R","People often ask me about bargain-basement pricing on no-name brands of mediaand you know I just have to cite my own experiences with cheap mediaand its just thatcheap mediaprone to failure or worse if its a complex format as this one isthe SDXC format. They have crammed a TON of memory modules in that little bujggeryou know? I say go with experiencego with a leader in the fieldso theres pretty much SanDisk at the top of the heapand the rest trail farfar behind in volume and precision assembly techniques...so I vote for SanDisk every timeand unless my experience is changed  by some anomaly Ill keep on recommending SanDisk above all others.Its rated at 40MB/sec write speedwhich is enough to keep up with even the fastest real camera or phone camera out there in the wildand it certainly keeps up with my Samsung Note 3s 13-mega-pixel rocket cameraone that shoots up to 8fps in burst mode taking certain shotsso if it works for that camera perfectchances are it will work for your setup great also!Buying the SanDisk memory module costs what$5-$7 more than the others maxright? I say buy this one hereits a winner in all respects.Wavey Davey 1-12-2014","01-12-2014","Wavey Davey","MIXED","0.7057123780250549","0.13481874763965607","0.05372203141450882","0.10574687272310257","SanDisk makes a MEAN SDXC-series of Micro-USB chips!","0","1389484800"
"0","C007WTAJTP","5","A8DZAXOHH73L1","either it works or it doesnt -- it worksit was a fair price and I am happy with it","18-05-2014","RadioMaven","POSITIVE","0.04151942580938339","0.0009240755462087691","0.0024745233822613955","0.9550820589065552","either it works or it doesnt -- it worksit was a fair price and I am happy with it","0","1400371200"
"0","C007WTAJTP","2","A1THCY79HLXT2O","Before doing researchi assumed this card would support my brand new Hero 3 camera... considering it was sold off the Gopro siteit was a no brainer... or so i thought.Anyhowthe card seems to preform well under most circumstances WITHOUT using the Protunes settings. (The problems with the Hero 3 where due to the slow write speed of this card under Protunes settingswithout this setting the Hero works fine)Howeverafter a few timelapse issues (2 - 5 sec timelapsewhich is well in this cards speeds).I noticed the card is corrupt. I tested this in other cameras and found that this problem still persists. I trust Sandisk as my top choice for all my professional workhowever this card has failed!I would not recommend this EXPENSIVE cardid jump for a Samsungor even the Transcend cards. They even come with a better warranty then this card.Nothing but problems and lost memories that i cant replace....","19-08-2013","DaiLon","MIXED","0.7752938270568848","0.06203518435359001","0.0024007188621908426","0.16027018427848816","Bought this for my Gopro Hero 3","0","1376870400"
"0","C007WTAJTP","5","A9GAT0U952GOY","great product......prompt service.......well done!","07-03-2014","Radar999","POSITIVE","0.0011215500999242067","6.562433554790914e-05","8.317540778080001e-05","0.9987296462059021","Five Stars","0","1404345600"
"0","E007WTAJTS","5","A1LKN9HYJ7561R","this is probably the Nth memory card Ive bought from sandiskand so far Im still very happy. r/w speeds are decent and none have given me any troubles.","01-10-2013","Gabby Ybanez","POSITIVE","0.00775510910898447","0.0008616652339696884","0.0014046975411474705","0.989978551864624","always been happy with sandisk","0","1357776000"
"0","B007WTAJTO","5","A13OV96DEUAR1F","Ive purchased 3 of the 32gb cards now. One each for my Galaxy S3 and my wifes. Also one for her Galaxy Tab 2 7.0.The cards are super fast and there have been no problems. The one in my S3 has been in it since they came out last year no issues at all.I purchased a 16gb for our Roku2.You cant beat the quality and price.","27-04-2013","Talon8Ya","POSITIVE","0.00024369434686377645","0.00015856434765737504","0.0004419498145580292","0.9991558790206909","Excellent speed and quality.","0","1367020800"
"0","E007WTAJTS","5","A2OCHLZTLG5KDS","Having a 32gb mirosd is great! I use it in my phone and hardly have to upload my pics and what not. My phone works faster with all the extra space and I never have to worry about needing to delete any songs pics or apps.","19-03-2014",":)","POSITIVE","7.163538975873962e-05","9.299138037022203e-05","0.0010676970705389977","0.9987677335739136","So useful","0","1395187200"
"0","B007WTAJTO","5","A2BZKMVWBQ2VLE","SANDISK makes great productsI always try to buy their name. This is for the Sony digital recorder I also bought.","05-03-2014","Valentina DiveGirl55","POSITIVE","0.0006766307633370161","0.0009714033803902566","0.006179626565426588","0.992172360420227","SANDISK makes great productsI always try to buy their name","0","1399075200"
"0","C007WTAJTP","5","A2FRK17ETLK7UY","Super fast access to my Samsung Galaxy Note II. SanDisk Ultra Micro HC is blazing fast compared to the other microSD cards I have bought including PNYSony and more!","23-11-2013","Zachary Flategraff","POSITIVE","5.149989647179609e-06","5.641410098178312e-05","0.0007565776468254626","0.9991818070411682","Awesome for Price and Very fast data accessibility!","0","1385164800"
"0","F007WTAJTQ","5","A1OGCPMSIVK7G4","The name should speak for itself! It comes with a regular SD card adapter. If one day you feel that you have no need for a microSD card then just simply put it back into the adapter and use it as a regular SD card for your camera or other electronics that takes a form of a regular SD card. It reads and write very fastwhich it should since its a class 10 card! I bought this for my Samsung Galaxy S4 and its a nice addition to storing those big 1080p files & MP3 music loads. Hands down the best brand in the industry for SD cards! I highly recommend it!","20-11-2013","ocxmichael","POSITIVE","0.011821279302239418","0.0015194898005574942","0.005564368795603514","0.9810948371887207","Its SanDiskwhat more can I say?","0","1384905600"
"0","B007WTAJTO","5","A80SHWURCS1KD","Works great in a Samsung Galaxy S3.  Formatted straight awayfull size there.  I cant really tell the speed difference between this one and a slower card it replaced.  I guess the IO in the phone cant take advantage.","29-12-2013","Aaron","POSITIVE","0.11061082035303116","0.006649956572800875","0.0030400357209146023","0.8796992301940918","Good with Galaxy S3","0","1388275200"
"0","B007WTAJTO","5","A2S7XG3ZC4VGOQ","in my galaxy s4super fast cardand am totally happynot happy having to still type to fill the required words though","10-11-2013","53rdcard","MIXED","0.94066321849823","0.0017409780994057655","0.0003442026791162789","0.05725155025720596","works great","0","1381449600"
"0","D007WTAJTR","5","A35ZLKM1A86J68","Works exactly as it should.  No issues in the Samsung Galaxy s5.  Have not noticed any speed issues as well and I use it plenty for movies.","25-05-2014","FastEarle","POSITIVE","0.00015139573952183127","8.57904669828713e-05","0.00037589599378407","0.9993869066238403","Would recommend! No issues at all!","0","1400976000"
"0","B007WTAJTO","5","A1V6CQACZ9IOLC","The read and write speeds are better than the Samsung SD card that I had previously. I would not hesitate to buy another one of these great Micro SD cards from SanDisk. I also own their Clip plus MP3 player and it works very well. I think Im becoming a fan of the SanDisk products.","05-02-2014","Aaron Graves","POSITIVE","4.037492544739507e-05","8.017224172363058e-05","0.00014324176299851388","0.9997361302375793","Very good little Micro SD card","0","1398988800"
"0","E007WTAJTS","5","A1TRZPSFDBLLVL","I wished it came with some sort of USB converter so I can transfer files faster to my PC. I am using a Samsung Galaxy Note 2 and File transfer speed is mediocre.","08-11-2013","IamSerda","NEGATIVE","0.0014124144800007343","0.995165228843689","0.002689291490241885","0.0007329924264922738","I use this everydayit is Excellent","0","1376179200"
"0","E007WTAJTS","5","A66DVSZBDHH8T","I bought this one for my tablet... well it is very fast. durable and long lasting... I recommend this item...So get one now.","27-05-2014","I am Gerard","POSITIVE","1.762079591571819e-05","5.603013050858863e-05","0.000152017644722946","0.9997743964195251","All strong Memory card","0","1401148800"
"0","C007WTAJTP","5","A301Z8IOK3T238","I use it to hold files from my computer and transfer files from other computers it works good for this task and is quick. I would recommend this plus the price isnt bad.","20-07-2013","Zak Diva","POSITIVE","0.00010704658052418381","5.48089446965605e-05","9.013521048473194e-05","0.9997480511665344","Good SD Card","0","1374278400"
"0","C007WTAJTP","5","A1050XS5BK823I","Used this in my S4 and in my new S5. Transfer speed is good and it is still performing well after almost a year. I havent been disappointed with a SanDisk product yet.","24-06-2014","Cal","POSITIVE","0.0007330053485929966","0.00018506059132050723","0.0004187288577668369","0.9986633062362671","Works great","0","1403568000"
"0","F007WTAJTQ","5","A352C9XXLTSJR4","Much faster than my other microSD cardsmost if which are class 4.  In a galaxy S3 nowfast enough not to slow it down when loading files/music/photos.  Did not Benchmark...","21-10-2012","Name","POSITIVE","0.0026095034554600716","0.0015196194872260094","0.0014878778019919991","0.9943830966949463","Neat","0","1350777600"
"0","D007WTAJTR","5","A3NKYCPMP07994","I used this on my dashcam that records 720p continuous for 12 hours without fail. Also used this on my Zoom H1.","19-05-2014","Faisal","POSITIVE","0.0013140970841050148","0.0006835739477537572","0.2832146883010864","0.7147876620292664","Works and still working","0","1400457600"
"0","D007WTAJTR","5","A1GRKJ0VT3HUNB","This sd card is perfect for my phone. It is the right size and especially the right price. After looking all over Amazon price for this card was almost $10 lower than everyone elses.","16-04-2014","Yankeefan","POSITIVE","5.484016583068296e-05","5.994893945171498e-05","0.0002447301521897316","0.9996404647827148","Love It","0","1397606400"
"0","B007WTAJTO","5","A3T5N2QVI8T92D","I bough this to replace an old 1gb card I had in my phone. I am using this in a Nokia Lumia 822 and it works perfectly.","09-01-2013","tahoebigah","POSITIVE","0.04029593989253044","0.01743706502020359","0.02588346228003502","0.9163834452629089","Great product for a great price","0","1377993600"
"1","C007WTAJTP","5","A8FI3MT1LNQS","I have purchased this SD card to have extra storage area for my Galaxy Note 2.  As you might already knowGalaxy Note 2 does not allow applications to run from external cardsbut it allows storing mediadocumentsetc to the external card.  It also comes with a full size SD card conversion piece (just insert the micro sd card into the full size SD card piece and voila) - with its current pricing on Amazon.comthis card is highly recommended.  Hope this review proves to be useful.Cheers","03-08-2013","Zafer Aktan","POSITIVE","0.013848605565726757","0.003797671291977167","0.015701673924922943","0.9666520953178406","works fine on Galaxy Note 2","1","1362700800"
"0","C007WTAJTP","5","A2OJGEX2L2TAJ1","you cant beat the price and it works great . I have no problems with the card I use it for my gopro it works great","15-11-2013","quique","POSITIVE","3.3496729884063825e-05","6.062790998839773e-05","0.00015454087406396866","0.9997512698173523","great card","0","1384473600"
"0","D007WTAJTR","5","A2CWL2DC8BW6G4","Work perfectly in my camera. Reads and writes fast.","07-12-2014","Ed Brunell","POSITIVE","1.317996793659404e-05","2.9066433853586204e-05","0.0002321776992175728","0.9997255206108093","Great buy","0","1405123200"
"1","F007WTAJTQ","1","A1C1U3RRUZ138Z","I bought this for my Android phone and it kept stating media scanning over and overeven when the device was on or not even restarted. I thought it was the phone and was so annoyed. Then did a search and found that several others got a duds from this same batch off amazon. So not only did I pay for thisnow I have a useless 32gb card that refuses to hold music on my phoneor anywhere else. I loaded a 4gb card in the same device and it only scans media when restarted and does not lag at all. The phone can hold up to 32 gb too. If you dont believe mego onto the Sandisk message boards and look. Its a dud. So disappointing.","28-07-2013","L7 Tech Head","NEGATIVE","0.036730650812387466","0.9536139369010925","0.0010652233613654971","0.008590194396674633","TerribleDud","1","1374969600"
"0","F007WTAJTQ","4","A32NUTURCII05D","Transfer speeds are goodworth the price taguse it in my samsung galaxy s3sometimes it craps out and has to be reformatted or rebooted in phone. Otherwise no problems","01-02-2013","QR","MIXED","0.644719123840332","0.0010212559718638659","0.0007268142653629184","0.3535327613353729","good","0","1357084800"
"0","E007WTAJTS","5","AE9W6U4NXLD0B","when i got it it was broken so i had to send it back... they sent me a new one immediately. i am so happy  cause my phones internal capacity is 2 gigs... thats not much... -_-","06-03-2014","Hakudoushinumber9 Hakudoushi numbernine","MIXED","0.7969573140144348","0.10578693449497223","0.002988162450492382","0.09426750987768173","really good customer service!","0","1401753600"
"0","C007WTAJTP","5","A2CH2HX82W1KYM","I use this card in my smartphone and it works great. Its fast and roomy (I got the 16GB version) enough to store all the music and video I need. It was immediately recognized by my Samsung smartphone when I put it in about 6 months ago and Ive had no reason to take it out ever since.","18-01-2013","Safet Berisa","POSITIVE","0.0011708330130204558","0.0002572594676166773","0.00035431620199233294","0.9982175230979919","Great memory card","0","1358467200"
"0","E007WTAJTS","5","A1YBU2RJJGLS5O","This device works in Galaxy S4 no problemsit woks perfectly and really I just cant get over that you can buy a 64GB storage device that is the size of my thumbnailthat will run programs from it for under $50.One day something like this will hold 64 TB. Crazy cool.","17-09-2013","Jack Cade","POSITIVE","0.05733251944184303","0.0011303722858428955","0.0004890277632512152","0.9410480856895447","It is it","0","1379376000"
"0","D007WTAJTR","5","A29VPWQZC2A62R","Got a really good deal on this humongous capacity card on Black FridayThanks Amazonbeen waiting for the price to go down.Using this on a Galaxy S3 as FAT 32. I was unable to get this recognized in the phone as an ExFat. Anyone having problems with this in the Galaxy Lineup of phones might want to try the FAT 32 formatting.","12-03-2012","Yafis Rai Blaster","NEGATIVE","0.1192760169506073","0.6272907257080078","0.04160706698894501","0.21182622015476227","Black Friday Special Buy","0","1354492800"
"0","D007WTAJTR","5","A1749QO20EC9IZ","Good price. Fast and useful to expand more storage for the newly bought Asus tablet. Build quality looks great. It conveniently came with two adaptors so it can be fit to other computers when copying files.","07-11-2013","Xiaolong Zhang","POSITIVE","2.6925321435555816e-05","2.056581615761388e-05","0.00018948207434732467","0.9997629523277283","A very nice card to be used with tablet","0","1373500800"
"0","D007WTAJTR","5","A2P1GTW1PO6X0V","I can use it to store my data~ It is good for my computer~Also it is fast~It is a great way to store data~never lost~","01-08-2013","XIANER","POSITIVE","0.00011991783685516566","3.072742038057186e-05","0.0018387279706075788","0.9980106949806213","It is a good micro SD card~","0","1357603200"
"0","B007WTAJTO","5","A72K096ZOUAJL","not much to be said about this. sandisk makes some of the best SD cards..i have even washed mine in the washing machine by mistake and it still works","16-01-2014","Varune","POSITIVE","0.33855435252189636","0.015129384584724903","0.007303161080926657","0.6390131115913391","you can never go wrong with sandisk","0","1389830400"
"0","D007WTAJTR","5","A3PEJQ737X837L","PERFECT NO COMPLAINTS USED AS A VIDEO CARD ALMOST 5 HOURS OF VIDEO ON THIS LITTLE PIECE OF S       HA I REMEMBER THE VHS TAPE ARE WE GETTING CRAZY?","12-09-2013","Washington","POSITIVE","0.00012803119898308069","0.022971924394369125","0.021747224032878876","0.9551528692245483","WORKS GREAT","0","1386547200"
"0","B007WTAJTO","5","A1TNJ5721Q0928","Yep. Works like it should.","07-05-2014","U2","POSITIVE","5.214827251620591e-05","0.00031462693004868925","0.06831967085599899","0.9313136339187622","Great","0","1404518400"
"5","E007WTAJTS","3","A3G19SJMZO3NZW","I purchased this card on a daily lighting deal for my new Samsung Galaxy Note II. It was recognized without issues. I connected it with its adapter to my computers card reader to transfer about 3Gb of data and the best consistent transfer rate (average) was roughly 13Mbps... Thats less than %50 of the advertised transfer rate.To be fairIve used the same external card reader with my Sony HX100 digital camera with an SD card (16Gb class 10) and I get double the transfer rate of what Ive gotten for this card.Here is the setup:1- SD Adapter included with this card.2- External 12-in-1 USB 2.0 card reader connected to a USB 2.0 port on my PC3- Files transferred were of varying sizes.4- Transferred from 2TB Seagate X2 SATA3 HDD (connected to SATA2 port)5- Windows 8 Enterprise x64 (oh yah baby)The only excuse I give this card for its bad performance is the files were relatively small sizes but some of them were as large as 50Mb... This still does not justify the very low transfer rate.I am not really picky because this card will reside inside my super phone but still it does not justify the money paid for this card.I hope this will help others.","31-10-2012","H. Al-Harethi","MIXED","0.47921568155288696","0.195008784532547","0.028928879648447037","0.2968466877937317","Getting at best 13Mbps transfer rate","7","1351641600"
"0","E007WTAJTS","5","A2F0CXGZEL23H4","I using this micro sd on my Sony Xperia ZIts running fast and has a lot of spacenow I can store all my data on this card","06-10-2013","Hamza Momen","POSITIVE","9.262752428185195e-05","0.00017188435595016927","0.0022516842000186443","0.9974837303161621","Best Micro SD in the Class","0","1370822400"
"0","C007WTAJTP","3","A3VOHA1ZOPWK0Z","I use it for my galaxy s4 and this card crashed on me few timesi lost all my photos and music. Thankfully they were all backed up but the worst part isthe card completely stopped working at one point. I had to contact sandisk for a replacement and it was a hassle.","21-05-2014","Saber uddin","NEGATIVE","0.019499484449625015","0.9800654053688049","0.00011838744831038639","0.0003167487448081374","The card crashed a few times","0","1400630400"
"0","B007WTAJTO","5","AW6FSC7PQ91CS","Already bought this one last may but you cant beat the new price. Original Sandisk products never failed me before. Just be careful where to buy.","15-11-2012","Salvador Laya Balbon","POSITIVE","0.002677402924746275","0.004562529735267162","0.0027225890662521124","0.9900375604629517","should have gotten 2","0","1352937600"
"0","D007WTAJTR","5","A3AOB0VF6H0IF4","Item arrived in time as promised. Works well with a galaxy note 10.1. There is nothing more to say about this product as it has been reviewed so many times. It works wellnot a bad price at the time of ordering ( now it has come down ). Yesyou get the same card for lesser price from other sellers but I trust amazon for their customer service issues. I prefer to pay 2 bucks more and get it from amazon rather than getting it from unfamiliar sellers.","29-08-2013","Daits","POSITIVE","0.4333755075931549","0.02240796759724617","0.0002050023467745632","0.5440114736557007","Good Buy","0","1377734400"
"0","B007WTAJTO","5","A1NYUTV6F7O8V3","It works just fine in my Galaxy 3s phone.  NowI more room than I know what to do with.","12-07-2013","Underberg Underberg","POSITIVE","0.0006499095470644534","0.0003051619860343635","0.000973662594333291","0.9980712532997131","Now I have lots of room.","0","1386374400"
"0","B007WTAJTO","3","A2AC68C4B88P6U","my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i dont see that happening.","08-05-2013","V. Alapati venkata","NEGATIVE","0.27109450101852417","0.6805356740951538","0.026667943224310875","0.02170190028846264","not something that i thought of.","0","1375660800"
"0","C007WTAJTP","5","A2NZ4SKQ501HBS","No issues it works great in my device. I dont think it would require more words but Ill type them since its required.","18-06-2013","Zain Naboulsi Jr. zainnab","POSITIVE","0.003931258339434862","0.00011577724217204377","0.00034234137274324894","0.9956106543540955","Works great!","0","1371513600"
"0","C007WTAJTP","5","AIY63PF337QF4","Just the right size for my knitting and crafting patternslets me take them anywhere I go and helps when buying yarn and fabric because all the info I need is on my Nook.","13-01-2014","Barbara M.","POSITIVE","6.148650572868064e-05","5.756671816925518e-05","0.007908366620540619","0.9919725656509399","Perfect","0","1389571200"
"0","F007WTAJTQ","5","A2B250AEJN2EBE","One of the benefits of having an Android phone is being able to have external storage. I popped this in my phonemoved my apps overand added some FLACmoviesand more.I added a selection of moviesand then never watched them. Then I was on a flight across the Atlantic and everyone fell asleep around meand I remembered that I had added all these HD movies! That alone justified the purchase.Do yourself a favor and add some extra storage to your phone/whatever.","06-11-2014","Parker Alton","POSITIVE","0.04741600900888443","0.0028628280851989985","0.0010929316049441695","0.9486281871795654","For my Galaxy S4","0","1402444800"
"0","E007WTAJTS","5","A2MC0N85KTN7ED","bought this to replace a faulty card on my phone and it works great. havent had any performance or corruption issues with it at all.","06-07-2014","L11","POSITIVE","0.0015658331103622913","0.0005357066984288394","0.0018402786226943135","0.9960581064224243","excellent product","0","1402099200"
"0","F007WTAJTQ","5","A2ZK1TTLG9BKBD","It looks like whats its supposed to look like.  It does whats its supposed to do.  I got it for quite a decent price and in timely manner.  #goodstuff","25-03-2014","Lady Lena","POSITIVE","0.0005627163918688893","0.0002319543418707326","0.011419316753745079","0.987786054611206","Great Item","0","1395705600"
"1","F007WTAJTQ","5","A195PVKRNF9AUW","Great memory cardI love the fact that this came in frustration free packaging. And even betterit also came with an SD adapter for free! Thanks a bunch amazon and SanDisk.","07-11-2014","Pablo Ortega","POSITIVE","0.00023742642952129245","9.14804550120607e-05","9.459503780817613e-05","0.9995765089988708","AWESOME MICROSD Card I LOVE IT","1","1405036800"
"0","B007WTAJTO","5","A2KVW8BZEQRI56","I got this micro sd card strictly to hold music on my HTC One M8. I was able to fit approx 840 albums ripped at 192kbps vbr in AAC format using dBpoweramp. Couldnt ask for anything better. 5 stars.","21-06-2014","Uncle Gary","POSITIVE","0.022054702043533325","0.009995704516768456","0.006466600112617016","0.9614829421043396","Works great in my HTC One M8","0","1403308800"
"0","D007WTAJTR","5","A1F96SBHYYZ11U","never had a problem with it it does exactly what it is made to do love Sandisk product smooth operation high price but worth it.get it if you like to save by waiting a day or two.enjoy","20-10-2013","watches enthusiast","POSITIVE","0.1346074491739273","0.00027104851324111223","0.0011941168922930956","0.8639273047447205","sandisk ultra 32 gb micro sdhc c 10/uhs1 memory card with adapter","0","1382227200"
"0","B007WTAJTO","5","A3K4F5DRZEXB5N","Works fine in a Samsung Galaxy Note 2 - no need to format (although I did) - recognized as soon as it was popped in 59.47GB usable.Arrived really fast and nicely packaged.  I would order again.","29-12-2012","unixman","POSITIVE","6.522936746478081e-05","0.00010151549940928817","0.00020121128181926906","0.9996320009231567","Very Good","0","1356739200"
"0","C007WTAJTP","5","A1YDWLO2FPOUEC","I got this not for the space but the speed.  Class 4 is okbut class 10 is where its at.  Copying filesscanning the cardcleaning cacheswriting filesthis thing grinds threw it all like nothing.  Before it would take 2 minutes upon boot of my phone for my old class 4 32GB micro sd card would be done scanning.  With this its 7 seconds.","14-04-2014","D3TH5150","MIXED","0.8043015003204346","0.1311853677034378","0.004162551835179329","0.06035061925649643","Fast","0","1397433600"
"1","C007WTAJTP","5","AWWW84R8Q4JG9","I purchased this Micro SD card with adapter to supplement my UltraBook which came with a MSata storage of only 128Gb.The 64 GB SD Card is a whole lot of storage and the prices of these have fallen to low in recent times and believe will fall further as newer technologies will come.I would recommend this 64GB original SanDisk Micro SD card for anyone who needs large storage space at good pricesespecially for the Samsung Galaxy S2 & S3 or the UltraBooks.","10-06-2012","varma1986","POSITIVE","0.01240534894168377","0.009633160196244717","0.020795144140720367","0.9571663737297058","Good Price Large Storage","1","1349481600"
"0","B007WTAJTO","5","A1RTQROTWR5NCB","I like this SD Card because it can take music video downloadspersonal videosfiles docsand multimedia images with a fast transfer rate of Class 10 speed. It can take games with large files very easily and still have enough space for apps. It&#34;s great for video cameras and camcorders with the supplied adapter. Fits very easily into smartphones and tablets SD Card slots. I recommend this 32GB SD Card to everyone.","05-11-2013","808TREX50","POSITIVE","2.8129725251346827e-05","1.4277599802881014e-05","0.0006175119196996093","0.9993399977684021","32GB MicroSD Card.","0","1368230400"
"0","B007WTAJTO","5","AVHN134ADVP4R","Solid SDHC card that is fast (at reading and writing) fast (for recording video and pics)has great capacityand is reasonably priced. I have had no issues with it.Overallhighly recommend.","21-11-2013","A4Q96 Gadget Lover","POSITIVE","9.591455636837054e-06","1.64146586030256e-05","0.000331490853568539","0.9996424913406372","Great SDHC card","0","1384992000"
"0","B007WTAJTO","5","A324Q16NTIRFR9","I got the &#34;Ultra&#34; becuase it said it lets your camera phone save pictures fasterit seems to do that. Alsoit was a great price.","04-03-2013","Vanessa Roberts Book Lover","POSITIVE","0.0007124734693206847","0.00040600821375846863","0.001073373481631279","0.9978081583976746","It seems faster","0","1364947200"
"0","D007WTAJTR","4","AP3QKHMMEU50I","I bought this for my Galaxy S4 to expand the memory capacity a bit more. It works as it is intended to dofast transfer rateno problems so far.","27-06-2013","EcologicoNYC","POSITIVE","0.002901873318478465","0.0002082663559122011","0.0014936552615836263","0.9953961968421936","Its a memory cardwhat more can you say?","0","1372291200"
"0","B007WTAJTO","5","A3CW0ZLUO5X2B1","Its hard to believe how affordable digital has become. 32 GB in a device one quarter the sie of postage stamp would have been science fiction less than a generation ago.I picked this up for portable music when I didnt want to schlep (or risk) a phone or iPod. Works great with all SD card readers.Select with confidence.","07-10-2014","35-year Technology Consumer 8-tracks to 802.11","POSITIVE","0.014466941356658936","0.002111676149070263","0.018127620220184326","0.9652937054634094","32 GB for less than two sawbucks...whats not to like?","0","1404950400"
"0","D007WTAJTR","4","A3QF87EWX0K9MR","I use this with my GoPro 3+ Black. It works well. Itd be nice if it came with a little USB 3.0 reader like some other brands.","30-01-2014","Fake Name","MIXED","0.7860946655273438","0.015758173540234566","0.006712406408041716","0.19143471121788025","Its tiny and holds a lot","0","1391040000"
"0","C007WTAJTP","5","A35N0PR2D2QFK7","32 GB Micro SD chip. If this is the size and memory amount you desirethis memory card has never failed or had errors on me. 5 stars for that and being the cheapest I could get at the time.","05-08-2014","C A","POSITIVE","0.04888586699962616","0.004364199470728636","0.001113652135245502","0.9456362724304199","As advertised","0","1399507200"
"0","D007WTAJTR","5","A3IE2ASHXTLBMA","Ive got a number of SanDisk brand products.  None has ever failed me over the 10+ years Ive used them.  Thats saying something these days in electronics.This card is performing welland keeping up with the data storage devices I am using it for (one video recorderone scanner).  SomehowI would expect nothing lessbut then again it is good to know that quality is consistent.","20-01-2014","eagle","POSITIVE","0.005040000658482313","0.00043048421503044665","0.0033132550306618214","0.9912163019180298","Good speed; good quality","0","1390176000"
"0","B007WTAJTO","5","AN2VFTXYW1SZU","THE NAME OF ITSELF SPEAKS OUT. GO SANDISK GO!","07-04-2014","9z4cda","NEUTRAL","0.0018814392387866974","0.23332376778125763","0.6547399163246155","0.11005480587482452","A RENOUND NAME BRAND","0","1404432000"
"0","E007WTAJTS","5","A8AGQ4ZKG0TZC","bought for our recent GoPro purchase to hold many videos/shots. No problem with installing or viewing from chip. SanDisk is our go to product for memory cards.","03-06-2014","KAren proctor","POSITIVE","0.00013877548917662352","0.00020768196554854512","0.039419129490852356","0.9602344036102295","Holds a Ton","0","1394064000"
"0","B007WTAJTO","5","A3EA7KGYC8LB0","Heard that the cards write speed is insufficienthowever I have used it extensively and havent had a single problem with it!!","17-02-2014","Aaron Aaron","MIXED","0.6506094932556152","0.174955353140831","0.00909014604985714","0.16534505784511566","Use it for my GoPro Hero 3+ Black","0","1392595200"
"1","C007WTAJTP","5","A1G6LD5VL0LE23","Got this for my Samsung Galaxy Note 3. Recognized it immediately. Seems to work fast for the pics and videos Ive taken. No complaints. The price on these things fluctuates quite a lot. I would recommend to use a price tracker (camel camel camel) on this before purchasing or at least pay attention to the price a couple of days of purchase. The price had dropped by fifteen dollars after it shipped. Amazons awesome customer service refunded the difference without any trouble. Thanks!","30-11-2013","Cam","POSITIVE","0.0001100586450775154","7.46744335629046e-05","0.0001480885111959651","0.9996671676635742","Great Product. Price Fluctuation.","1","1385769600"
"0","C007WTAJTP","5","A3FAU9ZSH79DA3","It is reliable sd card. I always used this brand for all of my cameramy smartphone and tablet.Fyi","29-05-2014","Dai N. Tran","POSITIVE","0.00304368045181036","0.00035038977512158453","0.0141243115067482","0.9824816584587097","useful products","0","1401321600"
"0","E007WTAJTS","5","A103RP6UEEAUOF","Used it on my GoPro Hero 3 and works great found SanDisk to always make excellent products. Money well spent.","04-08-2013","Jack J. Modic II JayM","POSITIVE","2.8990118153160438e-05","0.00018349158926866949","0.0002676496806088835","0.9995198249816895","SanDisk makes a great product.","0","1365379200"
"0","B007WTAJTO","5","A2QHKAZAPFKHQ","This is about the same as what you would pay at Costco but you dont have to pay the sales tax. Same card lower price. Nice.","20-01-2014","Unsatisfied","POSITIVE","0.3464892506599426","0.05112919211387634","0.04488348588347435","0.5574980974197388","Good card and good price","0","1390176000"
"0","E007WTAJTS","5","A22NETHJ4KTWJP","My computer couldnt tell the differenceor at least not noticeable to me. I needed the extra space. Thanks for having a great product with a great price!","30-04-2013","gadgetGirl","POSITIVE","0.00040622460073791444","0.0017557615647092462","0.001726279966533184","0.9961116909980774","Works like a charm!","0","1367280000"
"0","B007WTAJTO","5","ATSVUBE2115N1","SanDisk never disappoints. As always SanDisk products are worth every penny. Nice product and quality and works great. I recommend this product to everyone.","11-05-2013","Aaron Madden","POSITIVE","1.590237661730498e-05","3.224694955861196e-05","0.00011698072194121778","0.9998347759246826","Never disappoints","0","1383609600"
"0","F007WTAJTQ","5","A2SWYWOZ7VARPC","I got this for my gopro hero 3. Works great and reads/ writes fast. Customer service was also awesome as well.","13-08-2013","Lacey","POSITIVE","3.243284663767554e-05","3.1247884180629626e-05","0.00012030503421556205","0.9998161196708679","Works Great! Perfect for GoPros","0","1376352000"
