ReviewID,ProductID,reviewerName,helpful,ReviewText,Rating,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A3TG01YS74D3OM,F007WTAJTQ,"papatech ""c.p.""","[0, 0]","i just had an incident with my Galaxy S3 phone however where the chip became corrupt.. Is it the chip? Is it the phone?  I put one of these in my Samsung phone and another in my Samsung Tablet.  All is well except for that one time where the chip and phone got funny with each other and I had to erase all my music... The phone was able to format / erase / prepare the chip so it was immediately usable but I did lose my music.  Very weird.  Well, all I have to do is sync my music to my phone.. No big deal..",4,it's a fine little chip.. maybe I got a bad one though???,1360195200,02-07-2013,524,0,0
A2UGAIX0KSDJSE,F007WTAJTQ,PA Pete,"[0, 0]","Hasn't even blinked in my MP3 player, and gave me loads of room for expanding my library.  I trust the SanDisk name with all my electronic gear.",5,"As usual, SanDisk delivers a quality product",1386460800,12-08-2013,483,0,0
A2B250AEJN2EBE,F007WTAJTQ,Parker Alton,"[0, 0]","One of the benefits of having an Android phone is being able to have external storage. I popped this in my phone, moved my apps over, and added some FLAC, movies, and more.I added a selection of movies, and then never watched them. Then I was on a flight across the Atlantic and everyone fell asleep around me, and I remembered that I had added all these HD movies! That alone justified the purchase.Do yourself a favor and add some extra storage to your phone/whatever.",5,For my Galaxy S4,1402444800,06-11-2014,32,0,0
A2ZW3HX7670JFE,F007WTAJTQ,Parkhiker,"[0, 1]","The card was perfect.Bought it for my Virgin Moble Smart phone as it only had a 2 gig card in it.Their Geek squad told me I needed a larger card as my memory to download applications was almost out!! (Only had 2 dowloads on it!!!).After purchasing and  inserting the expensive card, I got the same screen --- can not download applicationas memory is almost filled.Turned out the memory card has no bearing on applications being downloaded - they are  stored on internal built in memory.Seems the phone I was suggested to purchase only has 2 gigs of internal memory.Was not told to me when I got it",5,Great card but waste of money,1393891200,03-04-2014,249,0,1
A32NUTURCII05D,F007WTAJTQ,QR,"[0, 0]","Transfer speeds are good, worth the price tag, use it in my samsung galaxy s3, sometimes it craps out and has to be reformatted or rebooted in phone. Otherwise no problems",4,good,1357084800,01-02-2013,675,0,0
A2M728B5LXGSQP,C007WTAJTP,QSM,"[1, 1]",Card is fast and reliable in my Galaxy Note 2 cell phone.  Copied my whole music collection to it.  No problems.,5,Mucho Memory!!!,1361923200,27-02-2013,649,1,1
AARXTOFZEI7O,C007WTAJTP,queball4u,"[0, 0]","it works, so far, waiting for the heat and cold to see how well it will hold up.",4,testing.,1405123200,07-12-2014,1,0,0
A3LIFZB4RC49DE,C007WTAJTP,Quinton W. Shelby,"[0, 0]",I picked up this storage device to use in my phone. I only had a 1 gig mini sd in there for music ad it was getting pretty full. Now 30 plus gigs of free space later i can download to my hearts content.,5,Great price,1379548800,19-09-2013,445,0,0
A2OJGEX2L2TAJ1,C007WTAJTP,quique,"[0, 0]",you cant beat the price and it works great . I have no problems with the card I use it for my gopro it works great,5,great card,1384473600,15-11-2013,388,0,0
A33QOSYADK6BWK,C007WTAJTP,QZ,"[0, 0]","Great product and price from SanDisc.  I will be using it for my cell phone, replacing the 8GB.  For my video now I have 2+ hours with the 32GB (compared to 20 minutes w/8GB) in &#34;super fine&#34; mode.  All the rest of my SanDisc memory card from years ago are still working 100%!  Thanks SanDisc!!!",5,sandisc ultra micro sd 32GB,1398038400,21-04-2014,231,0,0
A3H0SMLV116RAW,C007WTAJTP,R1Jay,"[0, 1]","I bought this on black friday last year and took a chance on it. What chance u say? I read some reviews that this card just actually STOPPED working for no reason and not due to abuse or misuse. I had this card in my Acer Iconia A500 and it just STOPPED WORKING! Even my computer doesnt recognize it. WTF Sandisk?? This is an expensive part for this to occur. DO NOT BUY OR IF U DO, BE CAREFUL WHAT U STORE ON IT! I only had music and movies on mine so NBD. But what if u had this in your phone with valuable pictures?",1,WHY????,1379548800,19-09-2013,445,0,1
A1W35U95LIJ5LY,C007WTAJTP,"R32_GTR_N1 ""-Raines""","[0, 0]",This card is both small and large at the same time. It's micro size but high capacity are perfect and works well with my GoPrc Hero 3. Recording in 1080p is not an issue either. THe class 10 rating allows the GoPro to do its thing and the card is able to keep up with the high MB transfer rate.,5,PERFECT!,1362873600,03-10-2013,431,0,0
AVL03EBQWSS0L,C007WTAJTP,raaaaaa,"[0, 0]","fast, used it on my dji phantom gopro hd black, not one hickup.i would buy again only cheaper. you get whacha pay for",5,i would buy again only cheaper,1397001600,04-09-2014,95,0,0
A186WJ3EFN42GH,C007WTAJTP,Rabbis,"[0, 0]",Good no problems works well.,5,Micro SD Card,1404864000,07-09-2014,92,0,0
A7JOHG63H2O5O,C007WTAJTP,racer1,"[0, 0]",Love it--so far--as I Just purchased this as Iam not into buying SDcards but now I have a Nextbook tablet and this works great for adding video's and music able to be put on this SD card.,5,Working great so far,1377561600,27-08-2013,468,0,0
A3LTWJZ779E29,C007WTAJTP,Rachel Beckwith,"[0, 0]",My fiance has had this in his tablet for almost a year now without a single issue. I feel that it's one of the best quality memory cards we've ever had. Make SURE you get the retail packaging and not the &#34;frustration-free.&#34; The retail packaging only requires one quick clip of the scissors and it's worth it to get one that is sealed in a package and not at risk to be damaged.,4,High Quality,1377302400,24-08-2013,471,0,0
A2ZMOCCPJWCIV5,C007WTAJTP,"R. Adams ""RSA""","[0, 0]","This is being used in a Mobius Action Camera 1080P HD Mini Sports Cam/dash cam daily so the opportunity for failure or problems would be readily apparent.  It has really delivered as promised.  Speed and reliability are great.  The adapter works perfectly as well.  I have several other SanDisk products including SD cards, thumb drives and an SSD and all have been terrific.So far I can highly recommend the SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card. I will post again if any issues arise.",5,Flawless So Far,1388361600,30-12-2013,343,0,0
A9GAT0U952GOY,C007WTAJTP,Radar999,"[0, 0]",great product......prompt service.......well done!,5,Five Stars,1404345600,07-03-2014,276,0,0
A2EFKDYHXUM65C,C007WTAJTP,Radek,"[0, 0]","What else can I say? That it is light and small? Not the fastest card on the market, but does the job. Copying files onto it is slow, but it is fast enough to play music or movies from it on your cellphone or other devices.",5,It works,1362960000,03-11-2013,400,0,0
A3RUY3TH5FNNDK,C007WTAJTP,"Radical Technoid ""We know we're right, we hav...","[0, 0]",How cool it is to be able to put ALL of my music on my phone! The little card works just fine and the price is reasonalble,5,excellent as expected,1346889600,09-06-2012,912,0,0
A8DZAXOHH73L1,C007WTAJTP,RadioMaven,"[0, 0]","either it works or it doesn't -- it works, it was a fair price and I am happy with it",5,"either it works or it doesn't -- it works, it was a fair price and I am happy with it",1400371200,18-05-2014,204,0,0
AZ7N0TLPDP156,C007WTAJTP,"Radiskull ""Radiskull""","[0, 0]",Well works just like any other SD card I don;t see ultra fast speeds or any thing. I shoved this guy into a Galaxy S4 and it works fine!,4,Works fine,1389916800,17-01-2014,325,0,0
A3VOHA1ZOPWK0Z,C007WTAJTP,Saber uddin,"[0, 0]","I use it for my galaxy s4 and this card crashed on me few times, i lost all my photos and music. Thankfully they were all backed up but the worst part is, the card completely stopped working at one point. I had to contact sandisk for a replacement and it was a hassle.",3,The card crashed a few times,1400630400,21-05-2014,201,0,0
AK821DBWBPF5Y,C007WTAJTP,Sadiq Shah Mohamad,"[0, 0]",Works as advertised. This is better for using with the newer products. I have noticed a increase in speed with my Note 2 and Note 8 when compared with previous version of SanDisk micro SD.,5,Great product,1398038400,21-04-2014,231,0,0
A2KN55YK5O1HZO,C007WTAJTP,sadpony,"[0, 0]",I got this to add some room on my Samsung Galaxy S3. It works great. I do not have any complaints.,5,Works with Phone,1367193600,29-04-2013,588,0,0
A2CH2HX82W1KYM,C007WTAJTP,Safet Berisa,"[0, 0]",I use this card in my smartphone and it works great. It's fast and roomy (I got the 16GB version) enough to store all the music and video I need. It was immediately recognized by my Samsung smartphone when I put it in about 6 months ago and I've had no reason to take it out ever since.,5,Great memory card,1358467200,18-01-2013,689,0,0
A3DRTVU4CMKYAZ,C007WTAJTP,"Said Name ""Nope""","[0, 0]","The class is how fast the memory is read.  This is a fast card.  There are faster out there, but they are far more expensive, and not worth that expense, in my opinion.  Does everything perfectly and in a compact package.  SanDisk is a brand name, and trusted by me.  Worth the extra buck, since I've used SanDisk since they made 8MB CF cards&#8230;how far we have come&#8230;",5,"Love it, especially for the price",1387238400,17-12-2013,356,0,0
AQMVGSF0LQDHB,F007WTAJTQ,S. Albert,"[0, 0]",I wait for flash media sales to purchase SD card (various sizes).  I got the 64GB size for my GoPro 3+ and it works great.  I see no issues with the speed.  The price/GB was great on these.  Best of all this has been completely reliable for me.  No complaints whatsoever.,5,"Fast, Reliable, Decently Priced",1394755200,14-03-2014,269,0,0
A2K18NB5KZW7Y6,F007WTAJTQ,S. Alexander,"[0, 0]",This micro card has been seamless and simple to use.  The phone has not had any problems with this card.,5,32GB Card works well,1386201600,12-05-2013,575,0,0
A267IIIP8ODVIV,F007WTAJTQ,sal,"[0, 0]",this item came on time nice works well  they want 12 more words i just dont have then . .,5,good stuff,1353801600,25-11-2012,743,0,0
A2TYY8YPS1X128,F007WTAJTQ,Sal,"[0, 0]",Works on my Samsung Galaxy Note II. SanDisk is a product you can trust. Cheapest price I could find. Thanks!,5,MicroSD 64GB,1356652800,28-12-2012,710,0,0
A18MKVZDPEFYDB,F007WTAJTQ,Salim C. El-hayek,"[0, 0]",I love the card unfortunately my note 2 does not allow app install on the SD therefore i have not been able to fully test this card,5,microSD,1357171200,01-03-2013,647,0,0
AW6FSC7PQ91CS,B007WTAJTO,Salvador Laya Balbon,"[0, 0]",Already bought this one last may but you can't beat the new price. Original Sandisk products never failed me before. Just be careful where to buy.,5,should have gotten 2,1352937600,15-11-2012,753,0,0
A3SPRSLV03DT6Y,B007WTAJTO,t49y,"[0, 1]",The Size of a Finger Nail ! The little too easy to lose 64GB Card Plugged in so Easy ! So Quick ! In the Samsung Galaxy Note 10.1 ! With Out the Adapter ! Did it Help ? Still Too New at This ! Only Required 32GB ! Overkill ? Price too Close not to get IT ! Hope that it Helps ! Galaxy Note Phone is supposed to use IT ! Thanks Amazon ! Oh ! This is so Tiny ! Keep it in the Package ! Until You Need IT ! And Keep that Package some place where it can't be LOST ! IT is just Too Cute ! Thanks Again ! Cute ! Cute ! Cute !,5,Too Cute !,1355788800,18-12-2012,720,0,1
A3NGABXDIB0POU,F007WTAJTQ,Tactical Keychains,"[0, 0]",Works perfect in my Galaxy Tab 4,5,Tactical Keychains Approves!,1404604800,07-06-2014,184,0,0
A2RGWM5OACPAFT,F007WTAJTQ,Tad Cuper,"[0, 0]",This 64 gig unit lets me record hours of video in my GoPro Hero3. No need to carry extra memory cards with this unit for my website [...],5,Leaves plenty of recording room in my Hero3,1364428800,28-03-2013,620,0,0
A1DX95DF8G8BSU,F007WTAJTQ,Taher,"[0, 0]","No problem so far. Its fast and reliable. Working without glitch for 9 months. Uses 5gb out of 64 gb memory for internal use, so 59 gb is available. But thats good enough for heavy storage. Reasonably priced recommended for samsung galaxy s3.",5,Working Great for 9 months in S3,1362009600,28-02-2013,648,0,0
A3T5N2QVI8T92D,B007WTAJTO,tahoebigah,"[0, 0]",I bough this to replace an old 1gb card I had in my phone. I am using this in a Nokia Lumia 822 and it works perfectly.,5,Great product for a great price,1377993600,09-01-2013,698,0,0
A5RCLB4N34XCN,B007WTAJTO,Takah,"[0, 0]","its so much faster than normal sd's. I recommend this micro SD. it flies!the card reader was ok, tested it and worked but never really used it because its too big",5,fast&#34;,1355443200,14-12-2012,724,0,0
A13OV96DEUAR1F,B007WTAJTO,Talon8Ya,"[0, 0]",I've purchased 3 of the 32gb cards now. One each for my Galaxy S3 and my wife's. Also one for her Galaxy Tab 2 7.0.The cards are super fast and there have been no problems. The one in my S3 has been in it since they came out last year no issues at all.I purchased a 16gb for our Roku2.You can't beat the quality and price.,5,Excellent speed and quality.,1367020800,27-04-2013,590,0,0
AO68WBQPG1ZH9,F007WTAJTQ,tam60,"[0, 0]",Great price for a great product works great in my new Samsung Galaxy 4 why anyone [pays full price at the cell provider is beyond me! Keep up the good work Amazon love you guys!!,5,SanDisk 32 GB Memory Card,1374019200,17-07-2013,509,0,0
A3LT90XMQ0ZJM7,B007WTAJTO,Tamara Ching,"[0, 0]",great memory card.  i have trusted sandisk since it came out with memory products.  they work harder to keep innovating.,5,sandisk is the ultimate best,1375142400,30-07-2013,496,0,0
A3BGCHFP0ZSZJR,B007WTAJTO,tamathumper,"[0, 0]","It's a Micro SD card, it's 128 GB (which is amazing), and that's just about all I can say...  I do wish it was faster, because I've put 20-40GB virtual machine files on it and it took quite a while for them to copy.  I guess I'm used to SSD speeds.  But anyway, it adds a much-needed additional storage to my tablet.",5,What can I say?,1401926400,06-05-2014,216,0,0
A2WN0OAALLRM7A,B007WTAJTO,Tamaz,"[0, 0]","this is my 10th SDHC card.  I bought Sandisk only. good quality, good brand. recommend to friends. used in Galaxy Note 10.1",5,Sandisk is SANDISK always,1382918400,28-10-2013,406,0,0
A1TNJ5721Q0928,B007WTAJTO,U2,"[0, 0]",Yep. Works like it should.,5,Great,1404518400,07-05-2014,215,0,0
A3QV698W7K3DMX,B007WTAJTO,u e chapa,"[0, 0]","the micro card was a snap to insert into my tablet and now i have the extra storage should i ever need it.  i use sandisk cards on all my cameras also 'cause they're quality products, and i got this one for a great price too.",5,tiny but sweet!,1401580800,06-01-2014,336,0,0
ACDZ7TXNS156I,B007WTAJTO,ukswrath,"[0, 0]","Installed one of these in my Galaxy S4, nice addition. All my HD movies and audio files stream from this card, Perfect!",5,Fast & Reliable!,1372032000,24-06-2013,532,0,0
A10938QNO7IYIB,B007WTAJTO,"Ulises Bocchio ""Ulises Bocchio""","[0, 0]",Works great with my Samsung Galaxy Note 3. Now I have 96GB total memory! Awesome! The price was quite good too,5,Awesome!,1383609600,11-05-2013,576,0,0
A1KP58NXOH69XT,B007WTAJTO,Umang,"[0, 0]",Correctly priced. I bought it to use with my surface pro. Works great out of the box and transfer speeds are excellent.,5,Great!,1365465600,04-09-2013,460,0,0
A2QB5EM08KTI1G,B007WTAJTO,Umpire.20,"[0, 0]","I've used many SanDisk memory cards over the years.  This one ranks way up there just like all the others.  I am using it in a Samsung Tablet and it does all I want it to do.  I cannot comment on speed, since that isn't an issue to me.  For storage this is quite the gem.  And I bought it &#34;pretty cheap&#34;.",5,Another Quality Product from SanDisk,1391126400,31-01-2014,311,0,0
A2KVW8BZEQRI56,B007WTAJTO,Uncle Gary,"[0, 0]",I got this micro sd card strictly to hold music on my HTC One M8. I was able to fit approx 840 albums ripped at 192kbps vbr in AAC format using dBpoweramp. Couldn't ask for anything better. 5 stars.,5,Works great in my HTC One M8,1403308800,21-06-2014,170,0,0
A1NYUTV6F7O8V3,B007WTAJTO,"Underberg ""Underberg""","[0, 0]","It works just fine in my Galaxy 3s phone.  Now, I more room than I know what to do with.",5,Now I have lots of room.,1386374400,12-07-2013,514,0,0
A3K4F5DRZEXB5N,B007WTAJTO,unixman,"[0, 0]",Works fine in a Samsung Galaxy Note 2 - no need to format (although I did) - recognized as soon as it was popped in 59.47GB usable.Arrived really fast and nicely packaged.  I would order again.,5,Very Good,1356739200,29-12-2012,709,0,0
A2QHKAZAPFKHQ,B007WTAJTO,Unsatisfied,"[0, 0]",This is about the same as what you would pay at Costco but you don't have to pay the sales tax. Same card lower price. Nice.,5,Good card and good price,1390176000,20-01-2014,322,0,0
AQNR7IWYII4WW,B007WTAJTO,"USMC-Vet ""The Few The Proud""","[0, 0]","I really don't know that the complaints other posted were all about, but I have bought 3 of these sandisk micro sd card already.  for my phone, my wife and my daughter's phone. store lots of movies, pictures. videos....etc. all works just fine, no issues at all.",5,"What can you complain about??? it works; been using it for months now, no problem at all.",1379808000,22-09-2013,442,0,0
A2AC68C4B88P6U,B007WTAJTO,"V. Alapati ""venkata""","[0, 0]",my slr has sd cards that take time for the next click thought this would solve the problem as it says its faster and a way better product but i don't see that happening.,3,not something that i thought of.,1375660800,08-05-2013,579,0,0
A2BZKMVWBQ2VLE,B007WTAJTO,"Valentina ""DiveGirl55""","[0, 0]","SANDISK makes great products, I always try to buy their name. This is for the Sony digital recorder I also bought.",5,"SANDISK makes great products, I always try to buy their name",1399075200,05-03-2014,278,0,0
A324Q16NTIRFR9,B007WTAJTO,"Vanessa Roberts ""Book Lover""","[0, 0]","I got the &#34;Ultra&#34; becuase it said it lets your camera phone save pictures faster, it seems to do that. Also, it was a great price.",5,It seems faster,1364947200,04-03-2013,644,0,0
AWWW84R8Q4JG9,C007WTAJTP,varma1986,"[1, 1]","I purchased this Micro SD card with adapter to supplement my UltraBook which came with a MSata storage of only 128Gb.The 64 GB SD Card is a whole lot of storage and the prices of these have fallen to low in recent times and believe will fall further as newer technologies will come.I would recommend this 64GB original SanDisk Micro SD card for anyone who needs large storage space at good prices, especially for the Samsung Galaxy S2 & S3 or the UltraBooks.",5,Good Price Large Storage,1349481600,10-06-2012,911,1,1
A72K096ZOUAJL,B007WTAJTO,Varune,"[0, 0]",not much to be said about this. sandisk makes some of the best SD cards..i have even washed mine in the washing machine by mistake and it still works,5,you can never go wrong with sandisk,1389830400,16-01-2014,326,0,0
A2L8FUCG0CYD4H,B007WTAJTO,vato,"[0, 0]","this item works great but maybe a better price would be better, I use it on my phones works great",4,good deal,1374364800,21-07-2013,505,0,0
A1IIFU05LM2VK8,D007WTAJTR,Vatsal Agarwal,"[0, 0]",Been using this card in my Nokia Lumia 820 for over a year now. It gives decent speed and works good. No issues at all.,5,Good product,1395705600,25-03-2014,258,0,0
A280KHZO2L7GKA,D007WTAJTR,V. Aub,"[0, 0]","I use this in my Galaxy S3 so that I can carry all my MP3s that are on my iPOD classic (45GB).The only complaint I have is not with this unit, but with smartphones in general.  They are still to sensitive to be used as a true mp3 player replacement.  If you are not too careful, you may crack the screen on your phone if you try to use it as an all-purpose media player.My ipod classic is five years old and it has yet to have its screen crack on me.  It definitely hold up better at the gym than my phone.  Anyway, this SDXC card is great.",5,Great Mass storage device for your smartphone,1355702400,17-12-2012,721,0,0
AIVU1J51MJ9O2,D007WTAJTR,"Vaughn ""The answer man!""","[0, 0]","It amazing how much data they can fit on these tiny cards these days.  When I saw this 32gb class 10 card for $20, I snatched it up for my 10&#34; Android tablet to hold my library of kids DVD movies I converted to tablet video for my kids to watch while on the road.  It works great and the kids love it.",5,Works great!,1381968000,17-10-2013,417,0,0
A2COG0JN3ACP8,D007WTAJTR,V. Cortes,"[0, 0]",Overall great price per gigs  real money saver . Expands my tablets memory 10 fold as well as keeping it from crashing,5,Great product good price,1390953600,29-01-2014,313,0,0
A1FQFDCXTGY1PU,D007WTAJTR,VuKu the GreaT,"[0, 0]",This is the reason why I love non-apple products. You can increase memory with microsd's and its so much cheaper. These class 10 Sandisks' are amazing. I've bought several from 64gb to 16gb and every single one has lasted. I've had the 64gb for months now and I have no issues. The 16gb I've had for a year and its great. I would highly recommend this product.,5,Great price to increase your memory 10fold.,1362268800,03-03-2013,645,0,0
A2N9ADDVQCMS42,C007WTAJTP,"Wade ""Wade""","[0, 0]","PROsIt copies large files to the card at ~10-12 MB/s and it doesn't choke when slammed with a few hundred little files like pictures and mp3s. It writes 8mp images with a quickness and 1080p 20mbit recording is smooth in my LG Optimus G E970. I waited for these to get to ~this price before ordering, and as usual Amazon Prime is awesome.CONsNot as fast as the gold 16GB SanDisk microSD cards but for 64GB in this form factor, it's faster than I was anticipating.",5,"Slightly over advertised speed in exFAT, barely rated speed in FAT32 :-)",1356134400,22-12-2012,716,0,0
A2EG3ZPSDXOBLU,C007WTAJTP,Wael,"[1, 1]","see,,, I own an HTC HD2 with cyanogen Android Rom on it,, I wanted maximum memory capacity for various storage needs including shooting HQ videos ,,, I used to have a patriot 32GB Class 10 on it but the performance wasn't up to my expectations ,,,this badboy right here peroformed like a champ on my smartphone ,,, Alert : ""IT WORKS ON HTC HD2"" ,,,,once I popped this card on my laptop to transfer my data on it,,, I got no less than 14MB\S write speed which is above the specs of the this card,,,Apps access in FAAAST ,,, so far I'm pleased with it ,,, I'll update this after a While when I use it intensively ,,,well done SanDisk ,,,",5,"Well Done Product ,,,,",1343088000,24-07-2012,867,1,1
A28621TSIR5EOG,D007WTAJTR,"Walk Around ""Osprey""","[0, 0]","Have more than one of these MicroSDHC disks and they hold up in my MP3 players, phone, recorder camera etc.",5,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card,1387238400,17-12-2013,356,0,0
A10B2J2IRQXBWA,D007WTAJTR,walter goodwyn,"[0, 0]","super addition to my tablet,it gives me the space need for my music. I am very satisfied with quality as well as price.",5,my music saver,1384214400,11-12-2013,362,0,0
A16MAT54GTKJYS,D007WTAJTR,Walter Satterthwait,"[0, 0]","A fine product.  I've been using mine for over a year now, and it's never punked out on me.  I just bought another one, to use as a spare.  Delivered on time, reliable, priced fairly.",4,SanDisk Ultra 32 GB MicroSDHC C10/UHS1 Memory Card with Adapter...,1394150400,03-07-2014,158,0,0
A1GUPXR3NSTT9Q,D007WTAJTR,Walt,"[1, 3]","I own the Samsung Galaxy Tab 2 10.1I bought the 64g microSD card..(please keep in mind I know NOTHING about computers and I was able to do this.)I put it in the device to format...the tablet couldn't read it.  Would never mount.  Tried to format it with my computer....and still just wouldnt work..although it would be formatted.  Remember, I was using all defaults.Sent it back, Amazon sent me another one. (Amazingly fast service)...same thing.I called Amazon...they knew of no issue why my tablet wouldn't accept the card. (I would think that their customer service dept. would stay on top of these posts because I found that this was a HUGE issue)On my THIRD card I did some research.  For whatever reason for this SD card to work it must be formatted as a FAT 32 NOT an exFAT.  BUT...(this is the rub)...windows only allows for formatting either to exFAT or NTSF...(at first, I thought it was an adult swim reference).....so....that sucks....this means that I can't use this card because I can't format it properly.  But wait..there's more....there is a super easy fix....any idiot can do it.....from start to finish took me all of 45 seconds (after reading instructions)...and ta-duh.....now the micro SD card works fine. Thank-you Amazon for your excellent return policy..(super fast, super easy, super friendly)...BUT your live customer service should know about this.  I can't fault the operator...she was nice..seemed genuinely concerned and tried to make it right)...ok.. no more stalling..here is the address of the youtube video.  link to website is in the description.[...] ...link to website in description.  I used all defaults and worked perfect.  or search youtube - convert fat32",5,Samsung Galaxy Tab 2 - 10.1  - Did not work..had to convert from exFAT to FAT32 guide for idiots,1358208000,15-01-2013,692,1,3
A3PEJQ737X837L,D007WTAJTR,Washington,"[0, 0]","PERFECT,NO COMPLAINTS,USED AS A VIDEO CARD,ALMOST 5 HOURS OF VIDEO ON THIS LITTLE PIECE OF S,,,,,,,, HA I REMEMBER THE VHS TAPE,ARE WE GETTING CRAZY?",5,WORKS GREAT,1386547200,12-09-2013,452,0,0
A1F96SBHYYZ11U,D007WTAJTR,"watches ""enthusiast""","[0, 0]","never had a problem with it,it does exactly what it is made to do,love Sandisk product,smooth operation,high price but worth it.get it if you like to save,by waiting a day or two.enjoy",5,sandisk ultra 32 gb micro sdhc c 10/uhs1 memory card with adapter,1382227200,20-10-2013,414,0,0
A1QQA7Y92L4F9R,D007WTAJTR,Wavey Davey,"[0, 0]","People often ask me about bargain-basement pricing on no-name brands of media, and you know I just have to cite my own experiences with cheap media, and it's just that, cheap media, prone to failure or worse if it's a complex format as this one is, the SDXC format. They have crammed a TON of memory modules in that little bujgger, you know? I say go with experience, go with a leader in the field, so there's pretty much SanDisk at the top of the heap, and the rest trail far, far behind in volume and precision assembly techniques...so I vote for SanDisk every time, and unless my experience is changed  by some anomaly I'll keep on recommending SanDisk above all others.It's rated at 40MB/sec write speed, which is enough to keep up with even the fastest real camera or phone camera out there in the wild, and it certainly keeps up with my Samsung Note 3's 13-mega-pixel rocket camera, one that shoots up to 8fps in burst mode taking certain shots, so if it works for that camera perfect, chances are it will work for your setup great also!Buying the SanDisk memory module costs what, $5-$7 more than the others max, right? I say buy this one here, it's a winner in all respects.Wavey Davey 1-12-2014",5,SanDisk makes a MEAN SDXC-series of Micro-USB chips!,1389484800,01-12-2014,7,0,0
ARYHQ16DV5B9Q,D007WTAJTR,"Wayne B. Hodges ""WBH""","[0, 0]",I am familiar with Sandisk and the quality of product is obvious to me because it installed in my Lumia 820 and it works great.,5,MicroSD right,1366156800,17-04-2013,600,0,0
A3C9SYXO9UQ9VI,D007WTAJTR,wayne,"[0, 0]",bought for garmin gps. works very well. also has adapter for sdhc size memory card to plug into reader if you don't have a micro card reader,5,SanDisk Ultra 16 GB MicroSDHC Class 10 UHS-1 Memory Card,1391904000,02-09-2014,97,0,0
AWNYBOENG7FJA,D007WTAJTR,wayne,"[0, 0]","I bought two as a back up for my Gopro Hero 3.One from Amazon the other was a gift from BB.Both did not work in my cameras, thinking it was Gopro's new update.Kept getting a SDERRI returned other and it worked with no problem.NOTE to all, there are boot-legged products out there It is hard todetect. But of all the Items I've received from Amazon/Prime and beyondHave been great. I just got stuck with a bad batch.GoPro recommends HX,HC,XC and extreme micro cards.",2,Was it me or my camera,1389830400,16-01-2014,326,0,0
A1T0VXIRCZVXKZ,D007WTAJTR,W. B. Kristiansen,"[0, 0]",Great buy for this SanDisk 16 GB memory. Worked well in my Samsung S4 smartphone. I mainly use the extra memory to save photos and music. Like the adapter that I use frequently to copies files to my desk top pc.,5,I saved money buying this SanDisk from Amazon that sold for double the price at Staples and Best Buys.,1396310400,04-01-2014,338,0,0
A2CBOTHF2PZW9M,D007WTAJTR,Xavier H.,"[0, 0]","I bought it for just 23 USD, it is very fast and reliable, simply the best option for a 10 class micro SD of 32GB.UPDATE:11-08-2013Don't buy it for using it on a Samsung Galaxy S3, there's seem to be an issue between the phone an this particular reference that makes that after a while the MicroSD card lost its data and get nonfunctional. I can't be repair after that, so it gets totally useless. You can tell the card is going to fail before it's too late because constantly the phone shows a notification indicating that the card was ejected and it needs to be mounted again. When this happens I strongly recommend you to backup your data and change the MicroSD card of your phone and use it in other device before it gets corrupted.",5,"Ultra fast, reliable and cheap 5/5",1355529600,15-12-2012,723,0,0
A2JFRH4RUR7ZB9,D007WTAJTR,xcgfatboy,"[0, 0]","I got this for my new Microsoft Surface Pro, just in case I needed more room. It comes with a adapter if needed and works great for more storage room.",5,Small but BIG,1364601600,30-03-2013,618,0,0
A3UR2N0ATGBCU8,F007WTAJTQ,X. Chen,"[0, 0]","plug in to the phone shows up sd card, but didn't give me the option to format, plug in to the laptop, same thing. Thought it was DOA. But later realized that I had to format the card from the flip down menu. Now it works Perfect. Was going to look for a Gen4 64gb ipod touch, $350 vs $55 makes no sense. Plus The Galaxy S2 T727 works just fine as a media player.",5,Works Great on my Galaxy S2 T727,1349308800,10-04-2012,972,0,0
A3K8V7WFKJBQWG,D007WTAJTR,"xendula ""avid e-Book reader""","[0, 0]",In constant use on my Samsung Ativ 700t since January with narry a problem. I just bought my third one :),5,Constant use since January '13 - going strong,1385337600,25-11-2013,378,0,0
A2P1GTW1PO6X0V,D007WTAJTR,XIANER,"[0, 0]","I can use it to store my data~ It is good for my computer~Also , it is fast~It is a great way to store data~never lost~",5,It is a good micro SD card~,1357603200,01-08-2013,494,0,0
A1749QO20EC9IZ,D007WTAJTR,Xiaolong Zhang,"[0, 0]",Good price. Fast and useful to expand more storage for the newly bought Asus tablet. Build quality looks great. It conveniently came with two adaptors so it can be fit to other computers when copying files.,5,A very nice card to be used with tablet,1373500800,07-11-2013,396,0,0
A12P4PSWWXUYA0,D007WTAJTR,xplics,"[3, 5]",Buyer beware card unreadable from the get go. Luck for me amazon helped me out. There are many others on here that know how to format to Fat32 threw Window 7 and have had same issues.,1,Like others reviewed not that great of a card.,1348012800,19-09-2012,810,3,5
A1OTC0E0KG0TYH,D007WTAJTR,Xpolicy,"[0, 0]",No problem here. I use it in my Samsung Note 10.1. It is a little slow writing to it but such are micro SD cards.,4,No Problem,1396310400,04-01-2014,338,0,0
